date;category;sales;customer_type;rg_code_current;create_sale
2023-01-09;MA045;22592;B2C;MP_YM;3
2023-01-09;MA046;12926;B2C;MP_WB;4
2023-01-09;MA047;13245;B2C;MP_OZ;2
2023-01-09;MA048;44342;B2B;MP_YM;4
2023-01-09;MA049;26298;B2C;MP_RT;1
2023-01-09;MA050;7020;B2C;MP_WB;3
2023-01-09;MA051;9130;B2B;MP_WB;9
2023-01-09;MA052;18407;B2C;B2C_CL;10
2023-01-09;MA053;16100;B2B;ДКП;6
2023-01-09;MA054;14843;B2B;MP_RT;3
2023-01-09;MA055;19902;B2C;MP_WB;4
2023-01-09;MA056;21069;B2C;MP_RT;6
2023-01-09;MA057;13400;B2B;MP_OZ;5
2023-01-09;MA058;6405;B2B;MP_WB;6
2023-01-09;MA059;1121;B2B;ДКП;4
2023-01-09;MA061;35697;B2B;ДКП;7
2023-01-09;MA062;29305;B2C;MP_OZ;8
2023-01-09;MA063;32077;B2C;B2C_CL;7
2023-01-09;MA064;20485;B2B;MP_RT;1
2023-01-09;MA065;49063;B2B;MP_RT;7
2023-01-09;MA066;40537;B2C;MP_OZ;6
2023-01-09;MA067;4731;B2C;MP_WB;2
2023-01-09;MA068;7987;B2C;MP_OZ;5
2023-01-09;MA069;45249;B2B;ДКП;6
2023-01-09;MA070;34039;B2B;ДКП;7
2023-01-09;MA071;35290;B2C;MP_RT;8
2023-01-09;MA072;40009;B2B;ДКП;9
2023-01-09;MA073;35247;B2C;ДКП;8
2023-01-09;MA076;5617;B2B;MP_WB;0
2023-01-09;MA077;37200;B2B;MP_OZ;5
2023-01-09;MA078;42506;B2C;ДКП;6
2023-01-10;MA002;30248;B2B;MP_WB;6
2023-01-10;MA004;38222;B2B;MP_YM;9
2023-01-10;MA005;12575;B2B;B2C_CL;9
2023-01-10;MA007;36901;B2B;MP_WB;4
2023-01-10;MA009;1036;B2B;MP_YM;3
2023-01-10;MA010;45838;B2B;MP_YM;7
2023-01-10;MA011;6256;B2C;B2C_CL;9
2023-01-10;MA014;5056;B2B;ДКП;1
2023-01-10;MA015;42173;B2B;MP_OZ;2
2023-01-10;MA017;17798;B2C;MP_RT;6
2023-01-10;MA019;16633;B2B;MP_RT;9
2023-01-10;MA020;17726;B2C;MP_YM;0
2023-01-10;MA021;939;B2B;MP_YM;2
2023-01-10;MA022;41031;B2C;MP_WB;10
2023-01-10;MA025;22348;B2B;ДКП;0
2023-01-10;MA026;18313;B2B;ДКП;3
2023-01-10;MA029;28992;B2C;MP_YM;8
2023-01-10;MA030;35277;B2B;ДКП;2
2023-01-10;MA031;28047;B2B;MP_RT;9
2023-01-10;MA032;12935;B2B;B2C_CL;2
2023-01-10;MA033;14503;B2C;B2C_CL;5
2023-01-10;MA037;22828;B2C;MP_OZ;5
2023-01-10;MA039;15446;B2B;MP_WB;5
2023-01-10;MA040;35031;B2B;MP_RT;6
2023-01-10;MA041;42654;B2B;ДКП;4
2023-01-10;MA042;1880;B2C;B2C_CL;5
2023-01-10;MA043;20132;B2B;MP_RT;4
2023-01-10;MA044;8947;B2B;MP_RT;8
2023-01-10;MA045;13955;B2C;MP_RT;5
2023-01-10;MA046;15842;B2B;MP_OZ;4
2023-01-10;MA047;16233;B2B;B2C_CL;9
2023-01-10;MA048;2820;B2C;MP_YM;6
2023-01-10;MA049;3292;B2C;MP_YM;10
2023-01-10;MA050;23363;B2C;B2C_CL;9
2023-01-10;MA051;27694;B2B;MP_OZ;5
2023-01-10;MA052;24617;B2C;MP_OZ;5
2023-01-10;MA053;22937;B2C;MP_OZ;10
2023-01-10;MA054;865;B2C;MP_YM;2
2023-01-10;MA055;1935;B2B;B2C_CL;1
2023-01-10;MA056;35198;B2C;MP_YM;3
2023-01-10;MA057;17587;B2C;ДКП;3
2023-01-10;MA058;11959;B2B;MP_OZ;5
2023-01-10;MA059;43715;B2B;MP_WB;5
2023-01-10;MA061;33976;B2B;ДКП;1
2023-01-10;MA062;1741;B2B;MP_RT;0
2023-01-10;MA063;5730;B2B;MP_OZ;2
2023-01-10;MA064;20018;B2B;MP_WB;2
2023-01-10;MA065;33912;B2B;MP_OZ;3
2023-01-10;MA066;9338;B2C;B2C_CL;9
2023-01-10;MA067;42068;B2C;MP_OZ;1
2023-01-10;MA068;48071;B2C;MP_OZ;8
2023-01-10;MA069;31197;B2B;MP_YM;10
2023-01-10;MA070;13959;B2C;MP_YM;2
2023-01-10;MA071;22248;B2C;MP_OZ;8
2023-01-10;MA072;41071;B2C;ДКП;4
2023-01-10;MA073;12319;B2B;ДКП;10
2023-01-10;MA076;27800;B2C;MP_RT;2
2023-01-10;MA077;37635;B2B;MP_OZ;10
2023-01-10;MA078;20402;B2C;MP_OZ;3
2023-01-11;MA002;22826;B2C;MP_RT;9
2023-01-11;MA004;34597;B2B;MP_RT;4
2023-01-11;MA005;10802;B2B;MP_RT;7
2023-01-11;MA007;31867;B2B;MP_YM;5
2023-01-11;MA009;6739;B2B;MP_WB;5
2023-01-11;MA010;32888;B2B;ДКП;10
2023-01-11;MA011;36701;B2C;MP_YM;9
2023-01-11;MA014;49698;B2C;MP_WB;7
2023-01-11;MA015;42378;B2B;MP_OZ;1
2023-01-11;MA017;16509;B2C;MP_OZ;1
2023-01-11;MA019;46401;B2B;MP_OZ;8
2023-01-11;MA020;26358;B2B;MP_RT;4
2023-01-11;MA021;26669;B2B;ДКП;6
2023-01-11;MA022;9612;B2B;MP_RT;7
2023-01-11;MA025;11096;B2B;MP_YM;7
2023-01-11;MA026;37255;B2B;MP_WB;9
2023-01-11;MA029;19137;B2C;MP_YM;6
2023-01-11;MA030;19356;B2C;MP_OZ;4
2023-01-11;MA031;1108;B2C;MP_OZ;8
2023-01-11;MA032;32288;B2C;MP_WB;4
2023-01-11;MA033;29370;B2C;MP_OZ;9
2023-01-11;MA037;47225;B2C;MP_YM;0
2023-01-11;MA039;22554;B2B;MP_YM;8
2023-01-11;MA040;38960;B2C;MP_RT;10
2023-01-11;MA041;334;B2C;B2C_CL;4
2023-01-11;MA042;22295;B2C;MP_RT;3
2023-01-11;MA043;20077;B2C;MP_OZ;4
2023-01-11;MA044;1930;B2B;B2C_CL;7
2023-01-11;MA045;2009;B2C;MP_WB;1
2023-01-11;MA046;43668;B2B;MP_RT;2
2023-01-11;MA047;3847;B2C;MP_WB;2
2023-01-11;MA048;38951;B2B;MP_YM;9
2023-01-11;MA049;18263;B2C;MP_RT;4
2023-01-11;MA050;29169;B2B;ДКП;4
2023-01-11;MA051;32888;B2B;B2C_CL;2
2023-01-11;MA052;10042;B2B;MP_WB;4
2023-01-11;MA053;12623;B2C;B2C_CL;5
2023-01-11;MA054;15086;B2B;ДКП;2
2023-01-11;MA055;8893;B2C;B2C_CL;5
2023-01-11;MA056;30436;B2B;MP_WB;8
2023-01-11;MA057;24326;B2B;MP_OZ;5
2023-01-11;MA058;34960;B2B;B2C_CL;5
2023-01-11;MA059;27197;B2C;ДКП;6
2023-01-11;MA061;25059;B2B;MP_YM;4
2023-01-11;MA062;23857;B2C;MP_OZ;7
2023-01-11;MA063;28718;B2B;MP_RT;10
2023-01-11;MA064;12105;B2B;MP_WB;4
2023-01-11;MA065;42515;B2C;B2C_CL;0
2023-01-11;MA066;49537;B2B;MP_WB;6
2023-01-11;MA067;1895;B2B;MP_WB;10
2023-01-11;MA068;8337;B2C;B2C_CL;10
2023-01-11;MA069;4135;B2C;MP_WB;9
2023-01-11;MA070;33074;B2C;MP_OZ;5
2023-01-11;MA071;22636;B2C;MP_RT;10
2023-01-11;MA072;19659;B2C;MP_OZ;7
2023-01-11;MA073;4114;B2B;ДКП;2
2023-01-11;MA076;10666;B2C;MP_WB;3
2023-01-11;MA077;25467;B2C;B2C_CL;2
2023-01-11;MA078;1483;B2B;ДКП;0
2023-01-12;MA002;43527;B2C;ДКП;0
2023-01-12;MA004;24190;B2C;MP_OZ;2
2023-01-12;MA005;3864;B2B;MP_WB;1
2023-01-12;MA007;29054;B2C;MP_RT;3
2023-01-12;MA009;48786;B2C;MP_OZ;1
2023-01-12;MA010;18204;B2C;B2C_CL;10
2023-01-12;MA011;12818;B2B;MP_WB;6
2023-01-12;MA014;38757;B2C;B2C_CL;7
2023-01-12;MA015;2048;B2B;ДКП;6
2023-01-12;MA017;5200;B2C;MP_YM;7
2023-01-12;MA019;40907;B2B;MP_WB;1
2023-01-12;MA020;2390;B2C;MP_RT;6
2023-01-12;MA021;14732;B2C;MP_YM;1
2023-01-12;MA022;5565;B2B;MP_RT;6
2023-01-12;MA025;48871;B2B;MP_RT;10
2023-01-12;MA026;6677;B2C;B2C_CL;1
2023-01-12;MA029;21194;B2B;MP_RT;2
2023-01-12;MA030;47495;B2B;B2C_CL;5
2023-01-12;MA031;49113;B2C;MP_WB;1
2023-01-12;MA032;34141;B2B;B2C_CL;10
2023-01-12;MA033;7599;B2C;MP_YM;2
2023-01-12;MA037;35125;B2B;MP_OZ;7
2023-01-12;MA039;44162;B2B;B2C_CL;4
2023-01-12;MA040;31272;B2B;ДКП;0
2023-01-12;MA041;4681;B2B;MP_RT;5
2023-01-12;MA042;49847;B2B;MP_YM;7
2023-01-12;MA043;11811;B2B;B2C_CL;4
2023-01-12;MA044;7686;B2C;MP_OZ;4
2023-01-12;MA045;37669;B2B;MP_WB;2
2023-01-12;MA046;21259;B2B;MP_WB;8
2023-01-12;MA047;41548;B2C;MP_YM;1
2023-01-12;MA048;20494;B2B;ДКП;7
2023-01-12;MA049;3095;B2C;MP_WB;4
2023-01-12;MA050;5648;B2B;MP_WB;10
2023-01-12;MA051;4482;B2B;B2C_CL;7
2023-01-12;MA052;32395;B2C;MP_OZ;1
2023-01-12;MA053;33287;B2B;MP_WB;9
2023-01-12;MA054;25275;B2B;MP_YM;3
2023-01-12;MA055;29558;B2B;ДКП;4
2023-01-12;MA056;42292;B2C;ДКП;7
2023-01-12;MA057;668;B2C;MP_YM;0
2023-01-12;MA058;29866;B2B;MP_RT;2
2023-01-12;MA059;16088;B2C;MP_WB;3
2023-01-12;MA061;44090;B2B;MP_RT;3
2023-01-12;MA062;47667;B2C;MP_YM;5
2023-01-12;MA063;6871;B2B;B2C_CL;7
2023-01-12;MA064;44755;B2B;ДКП;2
2023-01-12;MA065;489;B2C;MP_RT;10
2023-01-12;MA066;45169;B2B;MP_RT;6
2023-01-12;MA067;27569;B2B;MP_RT;0
2023-01-12;MA068;26333;B2B;MP_OZ;1
2023-01-12;MA069;15321;B2C;ДКП;10
2023-01-12;MA070;10716;B2B;MP_OZ;2
2023-01-12;MA071;28239;B2C;MP_YM;7
2023-01-12;MA072;23172;B2C;B2C_CL;9
2023-01-12;MA073;30301;B2B;MP_WB;7
2023-01-12;MA076;45749;B2C;MP_RT;6
2023-01-12;MA077;17071;B2B;ДКП;10
2023-01-12;MA078;2351;B2B;MP_YM;10
2023-01-13;MA002;35344;B2C;MP_OZ;6
2023-01-13;MA004;16113;B2C;MP_RT;1
2023-01-13;MA005;34755;B2C;MP_YM;6
2023-01-13;MA007;5330;B2C;MP_OZ;8
2023-01-13;MA009;10573;B2C;MP_YM;6
2023-01-13;MA010;30400;B2C;ДКП;8
2023-01-13;MA011;48831;B2C;ДКП;8
2023-01-13;MA014;16709;B2C;MP_RT;5
2023-01-13;MA015;2030;B2C;MP_YM;2
2023-01-13;MA017;21910;B2B;MP_RT;6
2023-01-13;MA019;34629;B2B;MP_RT;9
2023-01-13;MA020;13670;B2B;MP_YM;7
2023-01-13;MA021;22811;B2B;MP_RT;8
2023-01-13;MA022;42294;B2B;MP_RT;2
2023-01-13;MA025;36523;B2C;MP_RT;7
2023-01-13;MA026;20459;B2B;MP_YM;0
2023-01-13;MA029;22594;B2B;MP_RT;0
2023-01-13;MA030;2000;B2C;MP_WB;2
2023-01-13;MA031;22687;B2B;MP_RT;6
2023-01-13;MA032;30946;B2C;ДКП;1
2023-01-13;MA033;5093;B2B;MP_RT;0
2023-01-13;MA037;4220;B2B;MP_YM;4
2023-01-13;MA039;34413;B2C;MP_OZ;9
2023-01-13;MA040;42253;B2B;ДКП;9
2023-01-13;MA041;29358;B2B;ДКП;5
2023-01-13;MA042;24913;B2B;B2C_CL;4
2023-01-13;MA043;33544;B2B;MP_WB;0
2023-01-13;MA044;47608;B2C;MP_YM;3
2023-01-13;MA045;12444;B2C;MP_RT;5
2023-01-13;MA046;35534;B2C;ДКП;5
2023-01-13;MA047;25497;B2C;MP_OZ;5
2023-01-13;MA048;1343;B2B;MP_WB;9
2023-01-13;MA049;22049;B2C;ДКП;2
2023-01-13;MA050;31472;B2C;MP_RT;7
2023-01-13;MA051;16777;B2B;MP_WB;1
2023-01-13;MA052;7511;B2C;B2C_CL;1
2023-01-13;MA053;14095;B2C;MP_YM;1
2023-01-13;MA054;9244;B2B;MP_OZ;9
2023-01-13;MA055;15379;B2C;MP_WB;8
2023-01-13;MA056;48925;B2C;MP_RT;1
2023-01-13;MA057;43961;B2C;MP_YM;3
2023-01-13;MA058;31323;B2B;MP_OZ;1
2023-01-13;MA059;20393;B2B;MP_WB;0
2023-01-13;MA061;18744;B2B;MP_YM;3
2023-01-13;MA062;31936;B2C;MP_RT;10
2023-01-13;MA063;10609;B2B;MP_OZ;1
2023-01-13;MA064;30231;B2B;MP_YM;5
2023-01-13;MA065;46002;B2B;MP_RT;9
2023-01-13;MA066;41579;B2C;MP_RT;10
2023-01-13;MA067;30558;B2B;B2C_CL;4
2023-01-13;MA068;33820;B2B;ДКП;4
2023-01-13;MA069;7974;B2C;ДКП;2
2023-01-13;MA070;49370;B2B;MP_RT;0
2023-01-13;MA071;4520;B2B;ДКП;4
2023-01-13;MA072;26352;B2B;MP_WB;10
2023-01-13;MA073;247;B2C;MP_WB;5
2023-01-13;MA076;9894;B2C;MP_OZ;1
2023-01-13;MA077;2614;B2B;B2C_CL;8
2023-01-13;MA078;34468;B2C;B2C_CL;6
2023-01-14;MA002;1766;B2C;MP_WB;2
2023-01-14;MA004;48113;B2B;MP_OZ;3
2023-01-14;MA005;13710;B2C;ДКП;4
2023-01-14;MA007;23748;B2B;MP_RT;6
2023-01-14;MA009;26118;B2C;MP_OZ;3
2023-01-14;MA010;41557;B2B;MP_YM;6
2023-01-14;MA011;38211;B2C;ДКП;5
2023-01-14;MA014;44168;B2C;MP_YM;1
2023-01-14;MA015;39844;B2B;MP_OZ;4
2023-01-14;MA017;26469;B2B;MP_RT;4
2023-01-14;MA019;37272;B2C;MP_RT;3
2023-01-14;MA020;25304;B2B;MP_RT;3
2023-01-14;MA021;24718;B2C;MP_YM;8
2023-01-14;MA022;5298;B2C;MP_OZ;3
2023-01-14;MA025;5639;B2B;MP_RT;5
2023-01-14;MA026;13108;B2B;ДКП;4
2023-01-14;MA029;39303;B2C;B2C_CL;9
2023-01-14;MA030;46019;B2B;MP_RT;1
2023-01-14;MA031;44848;B2B;MP_YM;7
2023-01-14;MA032;34051;B2B;MP_WB;3
2023-01-14;MA033;42406;B2C;ДКП;8
2023-01-14;MA037;30219;B2C;MP_WB;0
2023-01-14;MA039;18212;B2B;MP_WB;8
2023-01-14;MA040;46140;B2B;MP_YM;8
2023-01-14;MA041;24398;B2B;MP_OZ;9
2023-01-14;MA042;25003;B2C;MP_YM;0
2023-01-14;MA043;22287;B2B;MP_YM;7
2023-01-14;MA044;41105;B2B;MP_WB;8
2023-01-14;MA045;16466;B2C;MP_YM;8
2023-01-14;MA046;24421;B2B;MP_OZ;7
2023-01-14;MA047;3870;B2B;B2C_CL;7
2023-01-14;MA048;29617;B2C;MP_WB;2
2023-01-14;MA049;1606;B2B;MP_RT;0
2023-01-14;MA050;35798;B2B;MP_OZ;9
2023-01-14;MA051;37042;B2C;MP_OZ;8
2023-01-14;MA052;9357;B2C;ДКП;6
2023-01-14;MA053;9897;B2B;ДКП;5
2023-01-14;MA054;33575;B2B;B2C_CL;9
2023-01-14;MA055;40910;B2C;MP_WB;4
2023-01-14;MA056;27016;B2B;MP_YM;2
2023-01-14;MA057;8861;B2B;MP_YM;10
2023-01-14;MA058;6197;B2C;MP_OZ;8
2023-01-14;MA059;9185;B2B;MP_WB;10
2023-01-14;MA061;23261;B2C;MP_YM;8
2023-01-14;MA062;47179;B2B;MP_OZ;6
2023-01-14;MA063;17516;B2C;B2C_CL;9
2023-01-14;MA064;20149;B2B;B2C_CL;0
2023-01-14;MA065;12180;B2B;MP_RT;8
2023-01-14;MA066;3817;B2B;MP_OZ;8
2023-01-14;MA067;41484;B2B;MP_OZ;4
2023-01-14;MA068;48900;B2C;B2C_CL;3
2023-01-14;MA069;40137;B2C;B2C_CL;10
2023-01-14;MA070;15403;B2C;MP_RT;10
2023-01-14;MA071;49475;B2B;MP_RT;0
2023-01-14;MA072;617;B2C;B2C_CL;10
2023-01-14;MA073;8062;B2B;MP_YM;0
2023-01-14;MA076;48705;B2C;ДКП;9
2023-01-14;MA077;27395;B2C;MP_OZ;2
2023-01-14;MA078;20032;B2B;MP_OZ;6
2023-01-15;MA002;16278;B2C;MP_WB;1
2023-01-15;MA004;17901;B2C;ДКП;1
2023-01-15;MA005;6657;B2C;B2C_CL;6
2023-01-15;MA007;34184;B2B;B2C_CL;8
2023-01-15;MA009;27312;B2C;MP_WB;3
2023-01-15;MA010;16926;B2C;MP_OZ;10
2023-01-15;MA011;26478;B2C;ДКП;7
2023-01-15;MA014;11126;B2C;MP_YM;3
2023-01-15;MA015;3568;B2B;MP_YM;6
2023-01-15;MA017;563;B2C;MP_WB;5
2023-01-15;MA019;28906;B2B;MP_WB;6
2023-01-15;MA020;37419;B2B;MP_YM;0
2023-01-15;MA021;48293;B2C;B2C_CL;9
2023-01-15;MA022;48050;B2B;ДКП;8
2023-01-15;MA025;14440;B2C;B2C_CL;1
2023-01-15;MA026;8292;B2B;MP_OZ;7
2023-01-15;MA029;49814;B2B;MP_WB;8
2023-01-15;MA030;14873;B2C;MP_YM;7
2023-01-15;MA031;19366;B2B;MP_YM;5
2023-01-15;MA032;38990;B2B;ДКП;3
2023-01-15;MA033;27680;B2C;B2C_CL;1
2023-01-15;MA037;35182;B2B;MP_OZ;8
2023-01-15;MA039;14960;B2B;MP_OZ;2
2023-01-15;MA040;42079;B2B;MP_RT;0
2023-01-15;MA041;22064;B2B;MP_WB;3
2023-01-15;MA042;33424;B2C;MP_OZ;8
2023-01-15;MA043;29656;B2B;MP_YM;1
2023-01-15;MA044;41905;B2C;ДКП;9
2023-01-15;MA045;2480;B2C;B2C_CL;10
2023-01-15;MA046;23641;B2C;MP_YM;4
2023-01-15;MA047;25912;B2C;MP_RT;1
2023-01-15;MA048;3049;B2B;MP_WB;6
2023-01-15;MA049;26132;B2B;ДКП;3
2023-01-15;MA050;14236;B2C;MP_RT;8
2023-01-15;MA051;5520;B2C;MP_RT;6
2023-01-15;MA052;29428;B2C;MP_WB;8
2023-01-15;MA053;21276;B2C;ДКП;8
2023-01-15;MA054;36347;B2B;MP_WB;7
2023-01-15;MA055;43353;B2C;MP_RT;4
2023-01-15;MA056;48568;B2C;B2C_CL;2
2023-01-15;MA057;40859;B2B;MP_RT;9
2023-01-15;MA058;10274;B2C;MP_OZ;1
2023-01-15;MA059;359;B2C;MP_YM;5
2023-01-15;MA061;25434;B2C;MP_WB;2
2023-01-15;MA062;31785;B2B;MP_YM;0
2023-01-15;MA063;25796;B2B;MP_OZ;1
2023-01-15;MA064;27711;B2C;B2C_CL;4
2023-01-15;MA065;32766;B2B;ДКП;4
2023-01-15;MA066;41484;B2C;ДКП;5
2023-01-15;MA067;35416;B2B;B2C_CL;0
2023-01-15;MA068;8640;B2C;B2C_CL;3
2023-01-15;MA069;20759;B2B;MP_WB;9
2023-01-15;MA070;37910;B2C;MP_YM;0
2023-01-15;MA071;15084;B2C;MP_YM;8
2023-01-15;MA072;40764;B2B;MP_RT;9
2023-01-15;MA073;1748;B2C;MP_RT;1
2023-01-15;MA076;31588;B2B;MP_OZ;7
2023-01-15;MA077;9618;B2C;MP_YM;7
2023-01-15;MA078;11730;B2B;MP_RT;1
2023-01-16;MA002;35885;B2C;MP_RT;1
2023-01-16;MA004;48507;B2C;ДКП;3
2023-01-16;MA005;15271;B2C;MP_RT;1
2023-01-16;MA007;41955;B2B;ДКП;7
2023-01-16;MA009;2677;B2B;MP_OZ;7
2023-01-16;MA010;13252;B2B;B2C_CL;4
2023-01-16;MA011;19494;B2B;MP_WB;4
2023-01-16;MA014;46525;B2C;MP_RT;10
2023-01-16;MA015;47866;B2B;MP_WB;7
2023-01-16;MA017;41917;B2C;MP_RT;7
2023-01-16;MA019;34030;B2C;MP_WB;6
2023-01-16;MA020;37820;B2C;ДКП;3
2023-01-16;MA021;17467;B2C;MP_WB;0
2023-01-16;MA022;40811;B2C;ДКП;4
2023-01-16;MA025;39743;B2C;MP_RT;9
2023-01-16;MA026;47462;B2C;ДКП;3
2023-01-16;MA029;22244;B2C;MP_RT;6
2023-01-16;MA030;10779;B2B;ДКП;4
2023-01-16;MA031;10839;B2C;MP_YM;6
2023-01-16;MA032;30513;B2B;B2C_CL;10
2023-01-16;MA033;35927;B2B;MP_RT;0
2023-01-16;MA037;23689;B2C;MP_RT;3
2023-01-16;MA039;17161;B2B;ДКП;2
2023-01-16;MA040;11440;B2C;B2C_CL;0
2023-01-16;MA041;15617;B2B;MP_RT;1
2023-01-16;MA042;9577;B2C;MP_OZ;4
2023-01-16;MA043;7562;B2B;MP_OZ;4
2023-01-16;MA044;23238;B2B;MP_WB;6
2023-01-16;MA045;1729;B2B;MP_WB;9
2023-01-16;MA046;21282;B2C;MP_YM;10
2023-01-16;MA047;25656;B2C;MP_OZ;8
2023-01-16;MA048;43096;B2C;MP_YM;7
2023-01-16;MA049;29777;B2B;ДКП;5
2023-01-16;MA050;45139;B2B;ДКП;10
2023-01-16;MA051;43729;B2C;MP_OZ;8
2023-01-16;MA052;8484;B2C;MP_RT;2
2023-01-16;MA053;439;B2C;MP_WB;8
2023-01-16;MA054;43735;B2C;B2C_CL;1
2023-01-16;MA055;21032;B2B;MP_WB;9
2023-01-16;MA056;35092;B2B;ДКП;0
2023-01-16;MA057;2789;B2C;MP_YM;10
2023-01-16;MA058;16351;B2C;ДКП;7
2023-01-16;MA059;30484;B2C;ДКП;4
2023-01-16;MA061;31730;B2C;MP_YM;4
2023-01-16;MA062;6835;B2B;MP_WB;7
2023-01-16;MA063;289;B2C;MP_RT;6
2023-01-16;MA064;46359;B2B;MP_RT;4
2023-01-16;MA065;15320;B2B;MP_YM;0
2023-01-16;MA066;17285;B2B;MP_RT;6
2023-01-16;MA067;32031;B2B;MP_OZ;3
2023-01-16;MA068;19531;B2B;MP_OZ;7
2023-01-16;MA069;33480;B2C;B2C_CL;2
2023-01-16;MA070;11946;B2C;B2C_CL;10
2023-01-16;MA071;20757;B2B;ДКП;3
2023-01-16;MA072;34694;B2B;B2C_CL;3
2023-01-16;MA073;46346;B2C;MP_WB;6
2023-01-16;MA076;42011;B2C;MP_WB;3
2023-01-16;MA077;37136;B2B;B2C_CL;7
2023-01-16;MA078;3627;B2C;MP_YM;2
2023-01-17;MA002;31811;B2B;MP_RT;0
2023-01-17;MA004;8769;B2B;MP_WB;7
2023-01-17;MA005;19867;B2B;MP_YM;1
2023-01-17;MA007;23694;B2C;MP_OZ;2
2023-01-17;MA009;24993;B2C;B2C_CL;4
2023-01-17;MA010;2215;B2B;ДКП;0
2023-01-17;MA011;46590;B2B;MP_YM;0
2023-01-17;MA014;19705;B2C;MP_YM;1
2023-01-17;MA015;8164;B2C;MP_OZ;6
2023-01-17;MA017;14882;B2C;ДКП;2
2023-01-17;MA019;39780;B2C;MP_RT;7
2023-01-17;MA020;40197;B2B;MP_YM;6
2023-01-17;MA021;6239;B2B;MP_OZ;2
2023-01-17;MA022;32942;B2C;MP_RT;8
2023-01-17;MA025;16551;B2C;MP_RT;4
2023-01-17;MA026;3821;B2C;MP_OZ;8
2023-01-17;MA029;1514;B2B;MP_RT;3
2023-01-17;MA030;16501;B2C;MP_WB;4
2023-01-17;MA031;37103;B2B;MP_YM;0
2023-01-17;MA032;39508;B2B;MP_WB;2
2023-01-17;MA033;42459;B2B;MP_RT;6
2023-01-17;MA037;39108;B2C;B2C_CL;2
2023-01-17;MA039;39181;B2C;MP_OZ;9
2023-01-17;MA040;29145;B2B;ДКП;9
2023-01-17;MA041;1570;B2B;MP_YM;3
2023-01-17;MA042;43542;B2B;MP_RT;1
2023-01-17;MA043;43034;B2C;ДКП;3
2023-01-17;MA044;36748;B2C;MP_RT;3
2023-01-17;MA045;38727;B2B;MP_WB;2
2023-01-17;MA046;47752;B2C;MP_YM;2
2023-01-17;MA047;30773;B2C;B2C_CL;8
2023-01-17;MA048;40826;B2B;MP_WB;2
2023-01-17;MA049;6758;B2C;MP_RT;10
2023-01-17;MA050;19744;B2B;MP_YM;4
2023-01-17;MA051;8827;B2C;MP_WB;8
2023-01-17;MA052;46977;B2B;MP_YM;9
2023-01-17;MA053;44200;B2B;MP_WB;3
2023-01-17;MA054;46710;B2B;ДКП;0
2023-01-17;MA055;42240;B2B;MP_WB;3
2023-01-17;MA056;18321;B2B;B2C_CL;2
2023-01-17;MA057;27884;B2B;ДКП;5
2023-01-17;MA058;37166;B2C;MP_WB;3
2023-01-17;MA059;32709;B2B;B2C_CL;3
2023-01-17;MA061;40357;B2B;MP_OZ;3
2023-01-17;MA062;11804;B2B;B2C_CL;5
2023-01-17;MA063;12362;B2C;MP_YM;7
2023-01-17;MA064;19331;B2C;MP_OZ;8
2023-01-17;MA065;49173;B2B;MP_YM;4
2023-01-17;MA066;37132;B2C;MP_RT;6
2023-01-17;MA067;7119;B2C;MP_YM;9
2023-01-17;MA068;5461;B2C;MP_RT;8
2023-01-17;MA069;6504;B2B;MP_RT;10
2023-01-17;MA070;21115;B2C;MP_YM;2
2023-01-17;MA071;42253;B2B;MP_RT;9
2023-01-17;MA072;22541;B2B;MP_WB;5
2023-01-17;MA073;8052;B2C;MP_RT;7
2023-01-17;MA076;13884;B2C;MP_OZ;5
2023-01-17;MA077;15887;B2B;MP_RT;5
2023-01-17;MA078;1043;B2B;ДКП;4
2023-01-18;MA002;8049;B2C;B2C_CL;8
2023-01-18;MA004;49246;B2B;MP_WB;4
2023-01-18;MA005;21687;B2C;MP_OZ;6
2023-01-18;MA007;10188;B2B;MP_RT;7
2023-01-18;MA009;26642;B2B;ДКП;0
2023-01-18;MA010;36078;B2B;MP_OZ;6
2023-01-18;MA011;27472;B2B;MP_RT;6
2023-01-18;MA014;28982;B2C;MP_YM;8
2023-01-18;MA015;16720;B2C;B2C_CL;5
2023-01-18;MA017;36931;B2B;ДКП;3
2023-01-18;MA019;49659;B2B;MP_RT;1
2023-01-18;MA020;18600;B2B;B2C_CL;5
2023-01-18;MA021;29845;B2B;MP_OZ;1
2023-01-18;MA022;34010;B2C;MP_OZ;6
2023-01-18;MA025;7722;B2B;MP_RT;7
2023-01-18;MA026;30610;B2B;ДКП;1
2023-01-18;MA029;15106;B2C;MP_WB;5
2023-01-18;MA030;35479;B2B;MP_WB;3
2023-01-18;MA031;12527;B2C;MP_WB;0
2023-01-18;MA032;46216;B2C;MP_WB;2
2023-01-18;MA033;31532;B2C;MP_YM;7
2023-01-18;MA037;22337;B2B;MP_YM;4
2023-01-18;MA039;15789;B2C;MP_OZ;7
2023-01-18;MA040;26819;B2C;B2C_CL;10
2023-01-18;MA041;40214;B2B;MP_YM;7
2023-01-18;MA042;33335;B2C;ДКП;4
2023-01-18;MA043;20004;B2C;MP_YM;2
2023-01-18;MA044;34750;B2C;MP_RT;6
2023-01-18;MA045;35102;B2B;MP_OZ;4
2023-01-18;MA046;47631;B2B;MP_RT;8
2023-01-18;MA047;11886;B2B;MP_WB;5
2023-01-18;MA048;39358;B2B;MP_RT;0
